2018-06-09T19:50:04.930Z,-5.8487,151.8823,56.53,5.1,mb,,42,1.67,0.81,us,us1000ema9,2018-06-09T20:05:35.040Z,"170km SSW of Kokopo, Papua New Guinea",earthquake,7.6,6.6,0.066,74,reviewed,us,us
2018-06-09T17:28:15.550Z,19.4048328,-155.2656708,-0.05,2.49,ml,30,53,0.009054,0.26,hv,hv70253827,2018-06-09T18:03:24.469Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.3,1.9,17,automatic,hv,hv
2018-06-09T15:51:57.620Z,19.3968334,-155.2494965,-0.91,2.75,ml,35,45,0.01139,0.38,hv,hv70253502,2018-06-09T15:57:36.520Z,"3km SSW of Volcano, Hawaii",earthquake,0.32,0.27,3.05,28,automatic,hv,hv
2018-06-09T15:43:12.000Z,19.3903332,-154.897171,5.29,2.55,ml,19,274,0.11,0.2,hv,hv70253462,2018-06-09T15:48:52.070Z,"8km SSE of Leilani Estates, Hawaii",earthquake,0.91,0.73,0.3,5,automatic,hv,hv
2018-06-09T15:17:01.500Z,19.4,-155.2656667,0.29,2.91,ml,34,58,0.001782,0.1,hv,hv70253392,2018-06-09T17:26:23.440Z,"4km SW of Volcano, Hawaii",earthquake,0.13,0.15,0.173,41,reviewed,hv,hv
2018-06-09T15:05:17.640Z,19.4261665,-155.2936707,1.39,2.6,ml,19,72,0.005684,0.14,hv,hv70253357,2018-06-09T15:45:26.756Z,"5km W of Volcano, Hawaii",earthquake,0.32,0.18,0.38,10,automatic,hv,hv
2018-06-09T15:05:13.330Z,19.3218327,-155.1956635,2.62,2.95,ml,14,96,0.04879,0.23,hv,hv70253362,2018-06-09T15:12:04.300Z,"12km SSE of Volcano, Hawaii",earthquake,0.72,1.33,0.5,9,automatic,hv,hv
2018-06-09T14:55:16.750Z,19.4108334,-155.2533264,0.65,2.67,ml,21,119,0.006307,0.24,hv,hv70253337,2018-06-09T15:01:30.820Z,"2km SW of Volcano, Hawaii",earthquake,0.26,0.26,0.28,8,automatic,hv,hv
2018-06-09T14:48:18.100Z,19.4121667,-155.2821667,0.46,5.2,mw,22,67,0.005762,0.08,hv,hv70253332,2018-06-09T18:15:48.703Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.18,0.16,,8,reviewed,hv,hv
2018-06-09T14:48:02.810Z,19.403,-155.276,0.84,2.7,ml,21,55,0.007911,0.1,hv,hv70253327,2018-06-09T16:02:49.260Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.17,0.135,4,reviewed,hv,hv
2018-06-09T14:47:00.150Z,19.3999996,-155.2793274,0.2,2.53,ml,29,38,0.007072,0.25,hv,hv70253322,2018-06-09T14:53:12.950Z,"5km SW of Volcano, Hawaii",earthquake,0.17,0.2,0.45,25,automatic,hv,hv
2018-06-09T14:46:10.784Z,65.7825,-149.8302,9,2.5,ml,,,,0.78,ak,ak19738262,2018-06-09T14:52:32.805Z,"94km NNE of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-09T14:40:42.660Z,19.4116669,-155.2879944,0.32,2.51,ml,25,45,0.007007,0.22,hv,hv70253307,2018-06-09T14:46:21.760Z,"5km WSW of Volcano, Hawaii",earthquake,0.2,0.16,0.36,13,automatic,hv,hv
2018-06-09T14:32:32.840Z,19.4006672,-155.2541656,0.96,2.56,ml,20,53,0.01146,0.31,hv,hv70253292,2018-06-09T14:38:12.810Z,"3km SSW of Volcano, Hawaii",earthquake,0.47,0.53,0.55,15,automatic,hv,hv
2018-06-09T14:31:12.480Z,19.4160004,-155.279007,0.89,2.49,ml,35,33,0.00508,0.19,hv,hv70253287,2018-06-09T14:36:53.990Z,"4km WSW of Volcano, Hawaii",earthquake,0.28,0.13,0.38,18,automatic,hv,hv
2018-06-09T14:28:51.670Z,19.3939991,-155.2858276,0.41,2.61,ml,31,40,0.008381,0.25,hv,hv70253282,2018-06-09T14:34:31.450Z,"6km SW of Volcano, Hawaii",earthquake,0.24,0.27,0.43,18,automatic,hv,hv
2018-06-09T14:27:01.030Z,19.4083328,-155.2570038,1,2.47,ml,21,59,0.004615,0.33,hv,hv70253277,2018-06-09T14:32:46.280Z,"3km SW of Volcano, Hawaii",earthquake,0.35,0.29,0.5,10,automatic,hv,hv
2018-06-09T14:26:57.270Z,19.423666,-155.2669983,2.02,2.47,ml,12,106,0.003455,0.17,hv,hv70253272,2018-06-09T14:32:37.750Z,"3km WSW of Volcano, Hawaii",earthquake,0.5,0.54,0.37,14,automatic,hv,hv
2018-06-09T14:23:20.360Z,19.3943329,-155.2709961,-0.24,2.5,ml,27,45,0.002702,0.28,hv,hv70253257,2018-06-09T14:29:01.570Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.25,0.51,14,automatic,hv,hv
2018-06-09T14:23:19.310Z,19.3471661,-155.2181702,15.59,2.73,ml,9,234,0.03374,0.22,hv,hv70253262,2018-06-09T14:29:10.000Z,"9km SSE of Volcano, Hawaii",earthquake,3.41,1.72,0.6,11,automatic,hv,hv
2018-06-09T14:06:13.210Z,19.4118328,-155.2920074,0.63,2.81,ml,47,27,0.009126,0.27,hv,hv70253197,2018-06-09T14:11:51.710Z,"6km WSW of Volcano, Hawaii",earthquake,0.26,0.19,3.15,33,automatic,hv,hv
2018-06-09T13:59:41.010Z,36.7548,-98.0765,5,4.4,mwr,,49,0.118,0.19,us,us1000em4c,2018-06-09T21:40:08.177Z,"25km E of Cherokee, Oklahoma",earthquake,1.1,1.5,0.03,107,reviewed,us,us
2018-06-09T13:58:48.250Z,19.4064999,-155.2661591,0.38,2.77,ml,35,27,0.008127,0.29,hv,hv70253162,2018-06-09T14:05:37.910Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.25,0.43,18,automatic,hv,hv
2018-06-09T13:55:23.760Z,19.4181671,-155.2794952,1.37,3.29,ml,52,25,0.004372,0.21,hv,hv70253157,2018-06-09T14:38:43.040Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.15,3.05,35,automatic,hv,hv
2018-06-09T13:53:54.310Z,19.3878326,-155.2825012,0.64,2.96,ml,21,65,0.001492,0.24,hv,hv70253152,2018-06-09T14:00:11.280Z,"6km SW of Volcano, Hawaii",earthquake,0.28,0.27,0.34,11,automatic,hv,hv
2018-06-09T13:50:52.600Z,19.4204998,-155.2791595,2,2.68,ml,12,78,0.004492,0.27,hv,hv70253137,2018-06-09T13:57:34.060Z,"4km WSW of Volcano, Hawaii",earthquake,0.71,0.63,0.35,10,automatic,hv,hv
2018-06-09T13:49:55.880Z,19.3798332,-155.2436676,6.29,2.45,ml,8,150,0.02042,0.08,hv,hv70253127,2018-06-09T13:56:21.930Z,"5km S of Volcano, Hawaii",earthquake,0.94,0.62,0.53,17,automatic,hv,hv
2018-06-09T13:48:21.120Z,19.373333,-155.2969971,-1.07,2.46,ml,19,93,0.01682,0.36,hv,hv70253117,2018-06-09T13:55:08.940Z,"8km SW of Volcano, Hawaii",earthquake,0.34,0.39,0.35,13,automatic,hv,hv
